"","N_Processo","Tipo_Movimentação","Data","Tempo","Censura"
"34792",1.0039087220174e+19,"Conclusão-Decurso de Prazo","2017-06-05",100,0
"34808",1.0039087220174e+19,"Conclusão-Juntada","2019-02-15",0,0
"34815",1.0039087220174e+19,"Decurso de Prazo","2019-10-19",44,1
"34820",1.0061847620174e+19,"Conclusão-Remessa","2017-07-04",0,0
"34823",1.0061847620174e+19,"Conclusão-Expedição de documento","2017-07-25",14,0
"34835",1.0061847620174e+19,"Conclusão-Petição","2017-11-28",5,0
"34846",1.0061847620174e+19,"Conclusão-Petição","2018-10-08",42,0
"34852",1.0061847620174e+19,"Conclusão-Ato ordinatorio","2019-08-02",0,0
"34858",1.0061847620174e+19,"Decurso de Prazo","2019-08-25",99,1
"34863",1.0060375020174e+19,"Conclusão-Juntada","2017-06-29",1,0
"34866",1.0060375020174e+19,"Conclusão-Documento","2017-06-30",1,0
"34889",1.0060375020174e+19,"Conclusão-Juntada","2019-04-08",0,0
"34895",1.0060375020174e+19,"Decurso de Prazo","2019-08-29",95,1
"34900",1.0090583420174e+19,"Conclusão-Remessa","2017-08-04",0,0
"34911",1.0090583420174e+19,"Conclusão-Juntada","2019-02-15",0,0
"34916",1.0090583420174e+19,"Decurso de Prazo","2019-07-03",152,1
"34922",1.0136147920174e+19,"Conclusão-Remessa","2017-10-06",0,0
"34924",1.0136147920174e+19,"Conclusão-Mero expediente","2017-11-09",24,0
"34928",1.0136147920174e+19,"Conclusão-Ato ordinatorio","2017-11-09",0,0
"34935",1.0136147920174e+19,"Conclusão-Petição","2018-09-03",1,0
"34949",1.0136147920174e+19,"Conclusão","2019-10-29",34,1
"34956",1.0158491920174e+19,"Conclusão-Remessa","2017-12-05",0,0
"34964",1.0158491920174e+19,"Conclusão-Decurso de Prazo","2018-08-15",32,0
"34968",1.0158491920174e+19,"Conclusão","2019-03-08",269,1
"34973",1.0087933220174e+19,"Conclusão-Remessa","2017-08-03",0,0
"34979",1.0087933220174e+19,"Conclusão-Decurso de Prazo","2018-02-07",131,0
"34980",1.0087933220174e+19,"Conclusão-Conclusão","2018-04-11",131,0
"34997",1.0087933220174e+19,"Conclusão-Petição","2019-01-08",35,0
"34999",1.0087933220174e+19,"Indeferimento da petição inicial","2019-10-28",35,1
"35003",1.0039352120184e+19,"Conclusão-Mudança de Classe Processual","2018-02-27",1,0
"35009",1.0039352120184e+19,"Conclusão-Petição","2018-04-13",8,0
"35024",1.0039352120184e+19,"Conclusão-Juntada","2019-05-27",0,0
"35031",1.0039352120184e+19,"Decurso de Prazo","2019-10-18",45,1
"35034",1.0021303320184e+19,"Conclusão-Recebimento","2018-02-08",8,0
"35042",1.0021303320184e+19,"Conclusão-Decurso de Prazo","2018-08-13",29,0
"35045",1.0021303320184e+19,"Conclusão-Ato ordinatorio","2018-08-15",0,0
"35055",1.0021303320184e+19,"Ato ordinatório","2019-10-14",49,1
"35056",1.0056295920174e+19,"Conclusão-Ato ordinatório","2017-06-19",49,0
"35062",1.0056295920174e+19,"Conclusão-Petição","2017-07-07",0,0
"35070",1.0056295920174e+19,"Conclusão-Petição","2017-10-11",1,0
"35074",1.0056295920174e+19,"Conclusão-Petição","2017-10-27",1,0
"35090",1.0056295920174e+19,"Conclusão","2019-05-27",189,1
"35096",1.0012478620184e+19,"Conclusão-Remessa","2018-01-24",0,0
"35105",1.0012478620184e+19,"Conclusão-Decurso de Prazo","2019-05-27",238,0
"35111",1.0012478620184e+19,"Decurso de Prazo","2019-09-03",90,1
"35116",1.0130489620184e+19,"Conclusão-Remessa","2018-07-05",0,0
"35136",1.0130489620184e+19,"Conclusão-Juntada","2019-05-27",0,0
"35144",1.0130489620184e+19,"Decurso de Prazo","2019-10-12",51,1
"35149",1.0075623320184e+19,"Conclusão-Remessa","2018-04-17",0,0
"35165",1.0075623320184e+19,"Conclusão","2019-05-27",189,1
"35171",1.0067153120184e+19,"Conclusão-Remessa","2018-04-06",0,0
"35176",1.0067153120184e+19,"Conclusão-Petição","2018-08-09",24,0
"35182",1.0067153120184e+19,"Conclusão-Decurso de Prazo","2019-05-27",197,0
"35183",1.0067153120184e+19,"Juntada","2019-05-27",189,1
"35188",1.0138379520184e+19,"Conclusão-Remessa","2018-07-18",2,0
"35200",1.0138379520184e+19,"Conclusão","2019-07-09",146,1
"35205",1.0138405020184e+19,"Conclusão-Remessa","2018-07-16",0,0
"35214",1.0138405020184e+19,"Conclusão-Documento","2019-01-08",166,0
"35221",1.0138405020184e+19,"Decurso de Prazo","2019-08-29",95,1
"35226",1.0069189020184e+19,"Conclusão-Remessa","2018-04-09",0,0
"35234",1.0069189020184e+19,"Conclusão-Petição","2018-05-17",8,0
"35241",1.0069189020184e+19,"Conclusão-Redistribuição","2018-06-06",0,0
"35258",1.0069189020184e+19,"Conclusão-Petição","2018-08-29",19,0
"35265",1.0069189020184e+19,"Conclusão-Petição","2018-11-27",0,0
"35279",1.0069189020184e+19,"Conclusão-Petição","2019-04-12",18,0
"35281",1.0069189020184e+19,"Conclusão-Petição","2019-09-04",100,0
"35292",1.0069189020184e+19,"Decurso de Prazo","2019-10-22",41,1
"35297",1.0039265020184e+19,"Conclusão-Remessa","2018-06-26",0,0
"35308",1.0039265020184e+19,"Conclusão-Petição","2018-07-26",3,0
"35315",1.0039265020184e+19,"Conclusão-Documento","2018-10-05",0,0
"35316",1.0039265020184e+19,"Conclusão-Conclusão","2018-10-05",0,0
"35322",1.0039265020184e+19,"Conclusão-Petição","2018-11-07",20,0
"35323",1.0039265020184e+19,"Conclusão-Conclusão","2018-11-07",20,0
"35332",1.0039265020184e+19,"Conclusão","2019-05-27",189,1
"35337",1.0115887420184e+19,"Conclusão-Remessa","2018-06-19",1,0
"35344",1.0115887420184e+19,"Conclusão-Petição","2018-07-16",0,0
"35353",1.0115887420184e+19,"Conclusão-Decurso de Prazo","2019-05-27",201,0
"35361",1.0115887420184e+19,"Petição","2019-10-29",34,1
"35366",1.0133572020184e+19,"Conclusão-Remessa","2018-07-10",0,0
"35380",1.0133572020184e+19,"Conclusão-Juntada","2019-05-27",0,0
"35386",1.0133572020184e+19,"Decurso de Prazo","2019-10-08",55,1
"35392",1.0111175820184e+19,"Conclusão-Remessa","2018-06-08",0,0
"35402",1.0111175820184e+19,"Conclusão-Documento","2018-07-16",0,0
"35416",1.0111175820184e+19,"Conclusão-Decurso de Prazo","2019-05-27",201,0
"35420",1.0111175820184e+19,"Petição","2019-08-07",117,1
"35425",1.0158950820174e+19,"Conclusão-Remessa","2017-11-28",1,0
"35440",1.0158950820174e+19,"Conclusão-Decurso de Prazo","2018-04-13",5,0
"35444",1.0158950820174e+19,"Conclusão-Petição","2019-04-02",112,0
"35451",1.0158950820174e+19,"Decurso de Prazo","2019-10-19",44,1
"35456",1.0014532120184e+19,"Conclusão-Remessa","2018-04-26",0,0
"35458",1.0014532120184e+19,"Conclusão-Incompetência","2018-04-27",1,0
"35475",1.0014532120184e+19,"Conclusão-Expedição de documento","2018-05-30",19,0
"35492",1.0014532120184e+19,"Conclusão-Mero expediente","2018-07-24",0,0
"35519",1.0014532120184e+19,"Conclusão-Petição","2018-11-08",0,0
"35545",1.0014532120184e+19,"Conclusão-Decurso de Prazo","2019-01-30",4,0
"35562",1.0014532120184e+19,"Conclusão-Remessa","2019-08-23",0,0
"35565",1.0014532120184e+19,"Expedição de documento","2019-10-15",48,1
"35570",1.0138517920184e+19,"Conclusão-Remessa","2018-07-16",0,0
"35587",1.0138517920184e+19,"Conclusão-Juntada","2019-05-27",0,0
"35594",1.0138517920184e+19,"Decurso de Prazo","2019-09-26",67,1
"35600",1.0148584320174e+19,"Conclusão-Remessa","2017-11-28",0,0
"35622",1.0148584320174e+19,"Conclusão-Juntada","2019-05-27",0,0
"35626",1.0148584320174e+19,"Petição","2019-10-17",46,1
"35631",1.0092624420184e+19,"Conclusão-Remessa","2018-05-14",0,0
"35639",1.0092624420184e+19,"Conclusão-Petição","2018-07-16",33,0
"35644",1.0092624420184e+19,"Conclusão-Expedição de documento","2019-01-08",169,0
"35649",1.0092624420184e+19,"Petição","2019-10-04",59,1
"35652",1.0188042320174e+19,"Conclusão-Recebimento","2017-12-18",3,0
"35663",1.0188042320174e+19,"Conclusão-Petição","2018-07-16",67,0
"35675",1.0188042320174e+19,"Expedição de documento","2019-10-10",53,1
"35680",1.0138587120184e+19,"Conclusão-Remessa","2018-07-18",1,0
"35693",1.0138587120184e+19,"Conclusão-Petição","2019-01-08",137,0
"35702",1.0138587120184e+19,"Conclusão-Decurso de Prazo","2019-06-12",34,0
"35710",1.0138587120184e+19,"Expedição de documento","2019-10-10",53,1
"35715",1.0100981720184e+19,"Conclusão-Remessa","2018-05-25",0,0
"35731",1.0100981720184e+19,"Conclusão-Petição","2019-03-21",29,0
"35739",1.0100981720184e+19,"Petição","2019-10-22",41,1
"35744",1.0109105920184e+19,"Conclusão-Remessa","2018-06-07",0,0
"35752",1.0109105920184e+19,"Conclusão-Petição","2018-07-16",19,0
"35778",1.0109105920184e+19,"Conclusão-Decurso de Prazo","2019-02-18",2,0
"35781",1.0109105920184e+19,"Conclusão-Redistribuição","2019-05-06",6,0
"35784",1.0109105920184e+19,"Decurso de Prazo","2019-10-01",62,1
"35790",1.0125015620184e+19,"Conclusão-Remessa","2018-06-28",1,0
"35796",1.0125015620184e+19,"Conclusão-Documento","2018-07-16",0,0
"35807",1.0125015620184e+19,"Conclusão-Juntada","2019-05-16",0,0
"35812",1.0125015620184e+19,"Decurso de Prazo","2019-09-26",67,1
"35817",1.0138725520184e+19,"Conclusão-Remessa","2018-07-18",1,0
"35827",1.0138725520184e+19,"Decurso de Prazo","2019-08-24",100,1
"35830",1.0000754620174e+19,"Conclusão-Documento","2017-01-11",0,0
"35838",1.0000754620174e+19,"Conclusão-Expedição de documento","2018-02-07",184,0
"35843",1.0000754620174e+19,"Conclusão-Petição","2018-06-18",0,0
"35851",1.0000754620174e+19,"Decurso de Prazo","2019-09-03",90,1
"35856",1.0072973120184e+19,"Conclusão-Remessa","2018-04-12",0,0
"35861",1.0072973120184e+19,"Conclusão-Petição","2018-05-18",7,0
"35867",1.0072973120184e+19,"Conclusão-Documento","2018-07-04",0,0
"35877",1.0072973120184e+19,"Conclusão-Petição","2019-05-27",314,0
"35878",1.0072973120184e+19,"Juntada","2019-05-27",189,1
"35884",1.0138899120184e+19,"Conclusão-Remessa","2018-07-18",0,0
"35906",1.0138899120184e+19,"Conclusão-Juntada","2019-05-27",0,0
"35910",1.0138899120184e+19,"Petição","2019-10-29",34,1
"35915",1.0138907620184e+19,"Conclusão-Remessa","2018-07-19",0,0
"35930",1.0138907620184e+19,"Conclusão-Juntada","2019-04-08",0,0
"35935",1.0138907620184e+19,"Decurso de Prazo","2019-08-29",95,1
"35940",1.0080603220184e+19,"Conclusão-Remessa","2018-04-24",0,0
"35954",1.0080603220184e+19,"Conclusão-Decurso de Prazo","2018-08-14",28,0
"35983",1.0080603220184e+19,"Conclusão-Decurso de Prazo","2019-05-16",188,0
"35992",1.0080603220184e+19,"Petição","2019-10-22",41,1
"35997",1.0123014920184e+19,"Conclusão-Remessa","2018-06-26",1,0
"36006",1.0123014920184e+19,"Conclusão-Documento","2018-07-18",0,0
"36017",1.0123014920184e+19,"Conclusão","2019-05-27",189,1
"36022",1.0139071520184e+19,"Conclusão-Remessa","2018-07-18",0,0
"36028",1.0139071520184e+19,"Petição","2018-10-16",412,1
"36032",1.0117082020184e+19,"Conclusão-Juntada","2018-06-18",0,0
"36041",1.0117082020184e+19,"Conclusão-Petição","2018-07-19",2,0
"36049",1.0117082020184e+19,"Conclusão-Decurso de Prazo","2019-02-15",99,0
"36056",1.0117082020184e+19,"Decurso de Prazo","2019-08-29",95,1
"36062",1.0079832320184e+19,"Conclusão-Remessa","2018-04-24",0,0
"36068",1.0079832320184e+19,"Conclusão-Petição","2018-05-08",1,0
"36079",1.0079832320184e+19,"Conclusão-Petição","2019-05-27",97,0
"36084",1.0079832320184e+19,"Decurso de Prazo","2019-10-22",41,1
"36089",1.0139504920184e+19,"Conclusão-Remessa","2018-07-18",0,0
"36096",1.0139504920184e+19,"Conclusão-Petição","2019-07-02",231,0
"36106",1.0139504920184e+19,"Decurso de Prazo","2019-08-23",101,1
"36111",1.0139521920184e+19,"Conclusão-Remessa","2018-07-18",0,0
"36120",1.0139521920184e+19,"Conclusão-Petição","2018-09-21",10,0
"36134",1.0139521920184e+19,"Conclusão-Petição","2019-05-16",86,0
"36144",1.0139521920184e+19,"Decurso de Prazo","2019-08-23",101,1
"36149",1.0026534520184e+19,"Conclusão-Remessa","2018-07-17",147,0
"36153",1.0026534520184e+19,"Conclusão-Redistribuição","2018-07-18",1,0
"36160",1.0026534520184e+19,"Conclusão-Petição","2019-04-10",1,0
"36164",1.0026534520184e+19,"Conclusão-Ato ordinatorio","2019-10-29",50,0
"36165",1.0026534520184e+19,"Mero expediente","2019-10-30",33,1
"36170",1.0139617820184e+19,"Conclusão-Remessa","2018-07-25",0,0
"36181",1.0139617820184e+19,"Conclusão-Juntada","2019-08-02",0,0
"36186",1.0139617820184e+19,"Petição","2019-10-01",62,1
"36191",1.0108291320184e+19,"Conclusão-Recebimento","2018-06-06",0,0
"36199",1.0108291320184e+19,"Conclusão-Documento","2018-07-10",0,0
"36207",1.0108291320184e+19,"Conclusão-Expedição de documento","2018-10-04",57,0
"36210",1.0108291320184e+19,"Juntada","2019-07-09",146,1
"36215",1.0121420920184e+19,"Conclusão-Remessa","2018-06-26",4,0
"36229",1.0121420920184e+19,"Conclusão-Juntada","2019-05-27",0,0
"36233",1.0121420920184e+19,"Petição","2019-09-27",66,1
"36238",1.0120599020184e+19,"Conclusão-Remessa","2018-06-26",1,0
"36249",1.0120599020184e+19,"Conclusão-Juntada","2019-05-27",0,0
"36257",1.0120599020184e+19,"Decurso de Prazo","2019-10-12",51,1
"36262",1.0115939620184e+19,"Conclusão-Remessa","2018-06-19",1,0
"36273",1.0115939620184e+19,"Conclusão-Juntada","2019-05-27",0,0
"36278",1.0115939620184e+19,"Decurso de Prazo","2019-10-18",45,1
"36281",1.0077710220184e+19,"Conclusão-Recebimento","2018-04-19",1,0
"36294",1.0077710220184e+19,"Conclusão-Juntada","2019-05-27",0,0
"36299",1.0077710220184e+19,"Decurso de Prazo","2019-10-19",44,1
"36304",1.0077770920184e+19,"Conclusão-Remessa","2018-04-20",0,0
"36311",1.0077770920184e+19,"Conclusão-Decurso de Prazo","2018-08-13",26,0
"36318",1.0077770920184e+19,"Conclusão-Decurso de Prazo","2018-10-08",1,0
"36325",1.0077770920184e+19,"Conclusão","2019-07-12",143,1
"36330",1.0132844820184e+19,"Conclusão-Remessa","2018-07-18",9,0
"36333",1.0132844820184e+19,"Petição","2019-07-23",132,1
"36338",1.0008919120184e+19,"Conclusão-Remessa","2018-02-20",6,0
"36357",1.0008919120184e+19,"Conclusão","2019-05-16",200,1
"36362",1.0140154420184e+19,"Conclusão-Remessa","2018-07-18",0,0
"36367",1.0140154420184e+19,"Conclusão-Mandado","2018-09-20",56,0
"36379",1.0140154420184e+19,"Conclusão-Decurso de Prazo","2019-05-27",98,0
"36385",1.0140154420184e+19,"Petição","2019-09-12",81,1
"36387",1.0034465220164e+19,"Conclusão-Distribuição","2016-05-06",0,0
"36398",1.0034465220164e+19,"Conclusão-Mandado","2016-06-01",9,0
"36412",1.0034465220164e+19,"Conclusão-Juntada","2019-03-27",0,0
"36415",1.0034465220164e+19,"Decurso de Prazo","2019-08-10",114,1
"36418",1.0036823320184e+19,"Conclusão-Recebimento","2018-02-27",5,0
"36425",1.0036823320184e+19,"Conclusão-Mandado","2018-09-27",71,0
"36433",1.0036823320184e+19,"Decurso de Prazo","2019-08-24",100,1
"36438",1.0113159520184e+19,"Conclusão-Remessa","2018-06-18",0,0
"36441",1.0113159520184e+19,"Conclusão-Documento","2018-06-21",0,0
"36452",1.0113159520184e+19,"Conclusão-Decurso de Prazo","2018-12-07",29,0
"36455",1.0113159520184e+19,"Conclusão-Redistribuição","2019-01-07",18,0
"36458",1.0113159520184e+19,"Conclusão-Ato ordinatorio","2019-01-21",0,0
"36464",1.0113159520184e+19,"Decurso de Prazo","2019-10-29",34,1
"36469",1.0107798420184e+19,"Conclusão-Remessa","2018-06-06",0,0
"36476",1.0107798420184e+19,"Conclusão-Petição","2018-11-19",124,0
"36477",1.0107798420184e+19,"Conclusão-Conclusão","2018-11-23",124,0
"36488",1.0107798420184e+19,"Petição","2019-07-30",125,1
"36493",1.0026855020184e+19,"Conclusão-Remessa","2018-02-22",0,0
"36505",1.0026855020184e+19,"Decurso de Prazo","2019-08-24",100,1
"36508",1.0157721020174e+19,"Conclusão-Recebimento","2017-11-27",14,0
"36523",1.0157721020174e+19,"Conclusão-Petição","2018-03-12",0,0
"36533",1.0157721020174e+19,"Conclusão-Juntada","2019-05-16",0,0
"36539",1.0157721020174e+19,"Decurso de Prazo","2019-09-18",75,1
"36544",1.0140648520184e+19,"Conclusão-Remessa","2018-07-19",0,0
"36554",1.0140648520184e+19,"Conclusão-Juntada","2019-05-27",0,0
"36560",1.0140648520184e+19,"Conclusão-Petição","2019-09-09",11,0
"36566",1.0140648520184e+19,"Decurso de Prazo","2019-10-22",41,1
"36572",1.0140803920184e+19,"Conclusão-Remessa","2018-07-19",0,0
"36585",1.0140803920184e+19,"Juntada","2019-07-09",146,1
"36587",1.0000232320174e+19,"Conclusão-Distribuição","2017-08-28",115,0
"36593",1.0000232320174e+19,"Conclusão-Redistribuição","2018-02-20",1,0
"36602",1.0000232320174e+19,"Conclusão-Decurso de Prazo","2018-08-28",40,0
"36607",1.0000232320174e+19,"Conclusão-Decurso de Prazo","2019-04-22",49,0
"36610",1.0000232320174e+19,"Decurso de Prazo","2019-08-10",114,1
"36615",1.0123551520184e+19,"Conclusão-Remessa","2018-06-28",1,0
"36625",1.0123551520184e+19,"Conclusão-Decurso de Prazo","2019-04-12",146,0
"36628",1.0123551520184e+19,"Petição","2019-07-11",144,1
"36633",1.0085179820174e+19,"Conclusão-Remessa","2017-08-08",0,0
"36641",1.0085179820174e+19,"Conclusão-Documento","2018-10-26",43,0
"36653",1.0085179820174e+19,"Decurso de Prazo","2019-08-07",117,1
"36656",1.0029023020174e+19,"Conclusão-Distribuição","2017-05-12",0,0
"36664",1.0029023020174e+19,"Conclusão-Documento","2018-10-26",43,0
"36677",1.0029023020174e+19,"Decurso de Prazo","2019-08-24",100,1
"36682",1.0031765720184e+19,"Conclusão-Remessa","2018-02-22",0,0
"36691",1.0031765720184e+19,"Conclusão-Decurso de Prazo","2018-06-20",69,0
"36695",1.0031765720184e+19,"Conclusão-Petição","2018-07-27",8,0
"36709",1.0031765720184e+19,"Documento","2019-09-20",73,1
"36712",1.0080092120184e+19,"Conclusão-Recebimento","2018-04-23",0,0
"36727",1.0080092120184e+19,"Conclusão-Decurso de Prazo","2018-06-18",1,0
"36731",1.0080092120184e+19,"Conclusão-Expedição de documento","2018-08-23",35,0
"36739",1.0080092120184e+19,"Conclusão-Juntada","2019-05-16",0,0
"36744",1.0080092120184e+19,"Decurso de Prazo","2019-10-02",61,1
"36749",1.0141488620184e+19,"Conclusão-Remessa","2018-07-23",3,0
"36765",1.0141488620184e+19,"Conclusão-Juntada","2019-02-15",0,0
"36779",1.0141488620184e+19,"Decurso de Prazo","2019-08-23",101,1
"36784",1.0128696520184e+19,"Conclusão-Remessa","2018-07-04",1,0
"36796",1.0128696520184e+19,"Conclusão-Petição","2018-09-05",1,0
"36821",1.0128696520184e+19,"Conclusão-Decurso de Prazo","2019-01-08",39,0
"36822",1.0128696520184e+19,"Juntada","2019-07-04",151,1
"36827",1.0141773920184e+19,"Conclusão-Remessa","2018-07-23",3,0
"36841",1.0141773920184e+19,"Conclusão","2019-10-08",55,1
"36846",1.0141730220184e+19,"Conclusão-Remessa","2018-07-25",5,0
"36856",1.0141730220184e+19,"Petição","2019-07-23",132,1
"36863",1.0024932020184e+19,"Conclusão-Remessa","2018-02-09",1,0
"36874",1.0024932020184e+19,"Conclusão-Expedição de documento","2018-09-04",7,0
"36878",1.0024932020184e+19,"Conclusão-Petição","2019-02-06",50,0
"36879",1.0024932020184e+19,"Juntada","2019-07-09",146,1
"36884",1.0082509220184e+19,"Conclusão-Remessa","2018-04-26",0,0
"36893",1.0082509220184e+19,"Conclusão-Juntada","2018-10-08",0,0
"36900",1.0082509220184e+19,"Petição","2019-10-09",54,1
"36903",1.0119143420184e+19,"Conclusão-Recebimento","2018-06-21",2,0
"36916",1.0119143420184e+19,"Conclusão-Petição","2018-09-27",15,0
"36924",1.0119143420184e+19,"Conclusão-Decurso de Prazo","2019-05-27",169,0
"36925",1.0119143420184e+19,"Juntada","2019-05-27",189,1
"36930",1.0142198820184e+19,"Conclusão-Remessa","2018-07-23",3,0
"36941",1.0142198820184e+19,"Conclusão-Juntada","2019-05-27",0,0
"36945",1.0142198820184e+19,"Petição","2019-09-26",67,1
"36950",1.0043552620184e+19,"Conclusão-Recebimento","2018-03-02",0,0
"36958",1.0043552620184e+19,"Conclusão-Petição","2018-04-20",14,0
"36967",1.0043552620184e+19,"Conclusão-Decurso de Prazo","2018-07-20",80,0
"36972",1.0043552620184e+19,"Petição","2019-08-31",93,1
"36977",1.0128531420184e+19,"Conclusão-Remessa","2018-07-03",1,0
"36987",1.0128531420184e+19,"Conclusão-Petição","2018-07-20",0,0
"37008",1.0128531420184e+19,"Conclusão","2019-05-27",189,1
"37013",1.0142752420184e+19,"Conclusão-Remessa","2018-07-23",0,0
"37024",1.0142752420184e+19,"Decurso de Prazo","2019-08-24",100,1
"37029",1.0132848220174e+19,"Conclusão-Remessa","2017-10-05",3,0
"37053",1.0132848220174e+19,"Conclusão-Juntada","2019-05-27",0,0
"37062",1.0132848220174e+19,"Decurso de Prazo","2019-10-22",41,1
