"","Nº Processo","Apelido","Classificação","Status","Classe do Processo","Data Inicial","Recebimento, triagem e conclusão do processo","Despacho para notificação do Requerido","Expedição de notificação","Cumprimento da notificação","Oferecimento de manifestação por escrito","Decisão rejeição da ação ou recebimento pet. inicial","Expedição de intimação e/ou citação","Cumprimento da intimação e/ou citação","Contestação e/ou agravo de instrumento","Ato ordinatório (Réplica)","Expedição de intimação","Cumprimento da intimação","Réplica","Ato ordinatório (Provas)","Expedição de intimação (Requerente)","Cumprimento  da intimação","Provas","Expedição de intimação (Requerido)","Cumprimento da intimação","Provas","Decisão saneamento","Expedição de intimação (Requerente)","Cumprimento da intimação","Pedido de esclarecimento ou solicitação de ajustes","Expedição de intimação (Requerido)","Cumprimento da intimação","Pedido de esclarecimento ou solicitação de ajustes","Prova pericial","Prova oral (audiência de instrução e julgamento)","Ato ordinário (Alegações finais)","Expedição de intimação (Requerente)","Cumprimento da intimação","Alegações finais","Expedição de intimação (Requerido)","Cumprimento da intimação","Alegações finais","Recebimento e conclusão do processo","Sentença"
"680","678XXX","Apelido556","Encerrado","Alerta","Ação Popular","2019-09-20",2,3,4,5,20,29,4,4,13,1,5,8,13,5,1,9,4,5,5,8,13,2,2,5,1,9,9,101,57,4,1,3,18,2,10,17,1,23
"681","679XXX","Apelido557","Encerrado","Alerta","Ação Popular","2017-04-18",4,1,2,2,15,33,3,1,12,1,2,6,17,3,1,5,9,2,5,6,17,5,8,3,1,6,8,87,61,1,0,0,0,0,0,0,0,0
"682","680XXX","Apelido558","Encerrado","Alerta","Ação Popular","2018-01-03",3,5,1,3,14,39,3,5,12,1,1,4,11,5,1,8,9,4,10,10,16,5,4,8,1,5,5,104,70,1,5,9,13,1,10,12,3,27
"683","681XXX","Apelido559","Encerrado","Alerta","Ação Popular","2019-02-08",5,4,3,6,19,33,4,7,11,1,3,5,15,3,1,9,10,1,6,5,8,3,4,5,1,4,3,95,60,3,5,0,0,0,0,0,0,0
"684","682XXX","Apelido560","Encerrado","Alerta","Ação Popular","2018-01-25",3,3,1,1,17,28,5,6,18,1,2,10,17,1,1,6,2,1,7,10,16,1,7,8,4,4,3,86,55,3,3,8,11,1,10,13,3,36
"685","683XXX","Apelido561","Encerrado","Alerta","Ação Popular","2017-11-05",0,4,1,4,14,40,1,4,15,5,4,9,11,2,5,9,3,1,2,4,14,4,7,9,4,3,7,94,67,1,3,2,0,0,0,0,0,0
"686","684XXX","Apelido562","Encerrado","Alerta","Ação Popular","2017-10-28",4,3,3,6,12,35,5,5,10,2,1,3,14,5,1,9,2,1,3,6,17,5,4,9,5,8,10,99,54,1,1,8,10,1,5,10,3,38
"687","685XXX","Apelido563","Encerrado","Alerta","Ação Popular","2019-01-02",2,5,5,2,16,30,2,2,20,1,4,2,10,2,4,4,9,4,2,10,18,1,10,10,2,4,9,96,50,1,4,7,10,0,0,0,0,0
"688","686XXX","Apelido564","Encerrado","Alerta","Ação Popular","2018-04-23",4,4,1,5,14,24,4,1,13,3,5,7,10,2,4,5,6,5,10,2,12,2,7,4,2,6,9,90,61,3,1,4,17,5,2,17,4,24
"689","687XXX","Apelido565","Encerrado","Alerta","Ação Popular","2018-06-30",3,1,3,2,11,29,3,2,15,3,5,8,18,2,5,10,8,1,10,4,17,5,6,8,2,8,8,88,58,1,1,3,18,5,0,0,0,0
"690","688XXX","Apelido566","Encerrado","Alerta","Ação Popular","2017-04-14",3,4,2,6,14,32,3,2,11,5,2,9,20,2,3,4,3,4,6,10,12,5,5,3,1,10,7,90,56,1,5,6,11,1,4,16,1,37
"691","689XXX","Apelido567","Encerrado","Alerta","Ação Popular","2019-12-02",1,2,1,3,15,23,1,3,14,4,1,4,15,5,4,10,4,5,2,5,12,5,5,7,3,7,3,85,54,5,4,6,18,1,5,0,0,0
"692","690XXX","Apelido568","Encerrado","Alerta","Ação Popular","2019-07-14",2,5,1,2,13,23,5,3,19,3,1,5,11,3,3,7,7,1,3,6,11,1,7,2,4,2,7,101,63,1,4,3,18,4,6,10,3,24
"693","691XXX","Apelido569","Encerrado","Alerta","Ação Popular","2017-08-07",2,3,2,6,16,37,3,7,10,5,4,4,12,4,5,10,2,5,3,2,8,4,3,9,1,8,4,105,61,1,1,5,20,1,7,18,0,0
"694","692XXX","Apelido570","Encerrado","Alerta","Ação Popular","2017-09-02",5,4,1,2,20,22,1,6,14,1,3,5,19,4,5,9,3,4,2,3,13,3,8,10,1,3,7,104,64,5,1,8,12,2,3,14,4,28
"695","693XXX","Apelido571","Encerrado","Alerta","Ação Popular","2017-06-30",4,4,5,7,11,38,3,3,16,5,5,4,20,1,1,7,5,1,10,10,12,4,8,3,5,2,5,93,55,4,3,7,19,2,10,18,1,0
"696","694XXX","Apelido572","Encerrado","Alerta","Ação Popular","2017-02-14",2,1,1,2,12,26,3,1,20,4,1,7,18,3,2,8,5,1,6,9,15,1,3,5,4,8,6,103,66,1,1,8,20,5,10,13,1,34
"697","695XXX","Apelido573","Encerrado","Alerta","Ação Popular","2019-02-01",2,4,4,6,12,39,5,6,12,4,1,6,12,1,4,6,10,1,6,3,17,1,2,3,4,2,5,92,56,2,2,3,17,2,10,14,3,28
"698","696XXX","Apelido574","Encerrado","Alerta","Ação Popular","2018-05-11",5,1,3,3,11,31,5,5,15,4,2,4,14,1,1,5,5,5,5,8,14,1,6,10,4,6,5,104,51,3,1,6,12,3,2,13,1,33
"699","697XXX","Apelido575","Encerrado","Alerta","Ação Popular","2019-07-31",3,2,1,2,18,33,3,3,20,3,1,8,17,5,5,9,4,3,2,10,9,5,5,9,4,2,4,101,50,4,5,3,20,1,5,17,1,35
"700","698XXX","Apelido576","Encerrado","Alerta","Ação Popular","2017-10-25",3,5,5,1,11,33,5,7,18,4,2,7,18,5,4,4,3,4,3,5,11,5,9,4,1,10,5,94,69,3,4,6,19,2,4,19,4,27
"701","699XXX","Apelido577","Encerrado","Alerta","Ação Popular","2018-02-05",0,2,4,2,11,32,1,3,17,5,1,5,17,5,4,2,10,1,7,10,16,3,7,2,5,5,9,88,63,5,1,3,20,4,5,15,4,32
"702","700XXX","Apelido578","Encerrado","Alerta","Ação Popular","2017-11-25",4,3,3,5,12,28,4,1,18,1,4,3,17,5,4,5,9,4,5,4,8,1,5,10,4,2,10,89,50,1,2,4,19,4,7,19,4,36
"703","701XXX","Apelido579","Encerrado","Alerta","Ação Popular","2019-01-30",3,2,2,6,13,39,5,7,19,1,4,2,20,4,3,4,5,3,5,9,8,5,8,8,3,6,10,91,69,2,1,8,14,4,3,15,5,30
"704","702XXX","Apelido580","Encerrado","Alerta","Ação Popular","2018-04-15",3,1,4,6,14,23,4,7,14,1,3,4,15,5,4,9,4,1,8,6,10,2,4,3,2,7,7,90,62,1,4,5,17,5,8,18,2,37
"705","703XXX","Apelido581","Encerrado","Alerta","Ação Popular","2019-04-09",0,1,2,6,15,24,1,3,15,1,5,3,16,5,1,6,9,5,10,8,18,5,10,8,3,6,8,92,60,1,1,8,11,5,2,13,5,36
"706","704XXX","Apelido582","Encerrado","Alerta","Ação Popular","2017-06-26",3,1,1,5,17,36,3,6,17,4,5,9,12,2,1,6,5,5,3,4,16,1,5,3,1,7,9,96,50,2,2,8,13,2,8,13,4,35
"707","705XXX","Apelido583","Encerrado","Alerta","Ação Popular","2019-07-10",3,2,1,3,20,24,3,2,13,5,4,3,18,1,5,10,5,5,3,4,17,2,4,8,5,7,2,102,64,1,1,3,17,4,6,12,2,38
"708","706XXX","Apelido584","Encerrado","Alerta","Ação Popular","2019-03-24",4,2,4,5,20,33,2,7,10,4,3,3,14,3,4,9,9,1,5,7,17,3,10,5,3,6,7,96,70,3,4,2,15,1,9,13,5,35
"709","707XXX","Apelido585","Encerrado","Alerta","Ação Popular","2019-04-04",1,1,1,3,19,32,5,2,15,3,1,2,20,4,5,9,10,4,6,8,15,1,6,7,1,2,8,91,57,1,1,6,19,1,9,19,4,22
"710","708XXX","Apelido586","Encerrado","Alerta","Ação Popular","2018-01-16",3,5,4,5,16,35,5,2,19,5,4,9,16,1,1,9,7,1,5,2,16,5,9,4,5,10,5,95,58,3,4,8,15,1,9,16,5,33
"711","709XXX","Apelido587","Encerrado","Alerta","Ação Popular","2018-05-10",0,3,1,1,12,27,1,6,16,3,5,7,10,1,5,2,9,2,4,5,9,3,8,10,4,2,7,90,65,3,1,7,20,2,9,17,1,22
"712","710XXX","Apelido588","Encerrado","Atrasado","Ação Popular","2019-03-18",1,2,5,4,18,28,2,6,14,4,5,3,15,1,1,5,5,4,4,2,10,5,8,3,4,4,5,87,68,2,1,9,16,4,4,12,5,33
"713","711XXX","Apelido589","Encerrado","Atrasado","Ação Popular","2017-07-13",0,4,1,4,12,22,5,6,15,1,4,3,15,2,2,7,4,5,3,4,8,3,5,3,1,6,5,104,70,3,4,2,10,4,8,16,1,28
"714","712XXX","Apelido590","Encerrado","Atrasado","Ação Popular","2019-10-12",3,1,2,1,11,23,2,7,17,4,1,8,16,5,2,4,6,3,5,7,15,3,6,5,1,7,3,99,63,1,4,2,14,3,6,10,2,26
"715","713XXX","Apelido591","Encerrado","Atrasado","Ação Popular","2019-08-28",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"716","714XXX","Apelido592","Encerrado","Atrasado","Ação Popular","2019-06-25",0,4,4,4,11,35,4,2,16,3,1,3,16,4,4,5,3,1,10,4,9,1,3,5,1,5,8,92,59,3,4,3,20,2,6,13,5,24
"717","715XXX","Apelido593","Encerrado","Atrasado","Ação Popular","2017-07-20",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"718","716XXX","Apelido594","Encerrado","Atrasado","Ação Popular","2017-09-09",2,1,1,1,11,22,5,4,12,1,5,6,18,1,1,2,2,3,3,8,10,2,5,7,2,6,2,101,58,5,4,2,17,1,3,20,2,28
"719","717XXX","Apelido595","Encerrado","Atrasado","Ação Popular","2017-12-30",0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720","718XXX","Apelido596","Encerrado","Atrasado","Ação Popular","2019-12-12",0,1,2,1,14,40,4,6,20,2,3,3,18,4,5,5,7,5,5,10,17,1,3,3,5,9,2,105,52,2,2,4,16,3,2,15,1,25
"721","719XXX","Apelido597","Encerrado","Atrasado","Ação Popular","2019-10-27",2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"722","720XXX","Apelido598","Encerrado","Atrasado","Ação Popular","2018-01-14",4,2,1,4,12,29,3,3,15,3,5,9,14,4,1,8,10,4,3,2,14,5,7,7,1,9,8,98,69,4,5,7,14,1,6,12,1,33
"723","721XXX","Apelido599","Encerrado","Atrasado","Ação Popular","2018-10-27",1,4,1,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724","722XXX","Apelido600","Encerrado","Atrasado","Ação Popular","2017-04-05",2,3,4,7,13,26,1,7,12,2,3,8,20,1,4,2,4,3,9,8,14,5,8,6,4,2,3,85,53,5,3,2,18,2,5,19,1,27
"725","723XXX","Apelido601","Encerrado","Atrasado","Ação Popular","2019-04-21",4,1,1,3,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"726","724XXX","Apelido602","Encerrado","Atrasado","Ação Popular","2018-10-24",5,1,4,3,18,38,4,3,19,1,3,3,14,1,2,3,10,4,8,3,10,1,7,6,3,3,3,90,52,1,3,2,14,2,2,16,3,31
"727","725XXX","Apelido603","Encerrado","Atrasado","Ação Popular","2019-03-15",0,1,3,2,16,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"728","726XXX","Apelido604","Encerrado","Atrasado","Ação Popular","2019-01-22",4,4,3,6,13,39,5,3,19,5,1,2,18,1,4,4,7,1,8,9,18,5,5,3,2,8,10,94,59,2,5,4,12,3,6,17,1,39
"729","727XXX","Apelido605","Encerrado","Atrasado","Ação Popular","2018-10-24",3,1,1,2,16,24,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"730","728XXX","Apelido606","Encerrado","Atrasado","Ação Popular","2019-08-16",4,5,1,1,15,34,2,2,10,1,3,6,13,1,2,7,9,5,2,6,15,3,5,10,3,5,10,89,53,3,3,9,18,3,2,11,1,29
"731","729XXX","Apelido607","Encerrado","Atrasado","Ação Popular","2017-02-10",5,4,2,2,14,27,3,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"732","730XXX","Apelido608","Encerrado","Atrasado","Ação Popular","2018-05-19",4,1,5,7,14,33,1,4,12,4,1,2,14,1,2,8,9,2,9,10,11,5,7,10,2,7,2,98,50,2,1,5,18,1,5,15,1,35
"733","731XXX","Apelido609","Encerrado","Atrasado","Ação Popular","2019-12-23",5,1,4,5,18,22,1,5,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"734","732XXX","Apelido610","Encerrado","Atrasado","Ação Popular","2019-03-15",1,1,1,7,11,33,1,3,20,1,1,7,17,3,3,8,7,2,5,7,18,5,9,9,3,6,9,85,53,1,2,8,12,3,5,10,2,33
"735","733XXX","Apelido611","Encerrado","Atrasado","Ação Popular","2018-12-28",3,1,5,4,13,22,2,7,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"736","734XXX","Apelido612","Encerrado","Atrasado","Ação Popular","2017-11-28",3,1,3,1,12,35,3,4,13,1,4,6,14,5,1,4,10,5,7,7,16,1,8,8,1,2,3,104,53,1,1,7,19,3,2,10,2,39
"737","735XXX","Apelido613","Encerrado","Atrasado","Ação Popular","2017-01-18",0,3,2,3,11,39,2,5,18,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"738","736XXX","Apelido614","Encerrado","Atrasado","Ação Popular","2017-09-18",5,5,1,4,20,25,1,6,11,2,2,8,12,5,4,10,8,5,5,10,16,1,8,4,5,9,9,97,63,1,3,8,14,2,9,11,1,36
"739","737XXX","Apelido615","Encerrado","Atrasado","Ação Popular","2019-01-05",3,2,1,5,18,40,1,4,18,1,1,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740","738XXX","Apelido616","Encerrado","Atrasado","Ação Popular","2018-12-20",4,3,4,6,14,34,5,2,19,4,1,6,20,2,4,4,6,3,8,7,17,1,5,2,2,10,4,104,56,5,4,3,18,3,10,19,3,25
"741","739XXX","Apelido617","Encerrado","Atrasado","Ação Popular","2019-06-27",0,4,1,5,13,28,5,6,20,1,3,8,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"742","740XXX","Apelido618","Encerrado","Atrasado","Ação Popular","2018-07-17",1,3,4,4,15,22,1,3,20,1,2,4,18,3,5,6,6,2,4,10,10,3,6,3,1,2,5,104,58,1,2,7,20,3,5,14,5,33
"743","741XXX","Apelido619","Encerrado","Atrasado","Ação Popular","2017-09-12",1,5,1,1,15,31,3,4,20,3,4,5,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"744","742XXX","Apelido620","Encerrado","Atrasado","Ação Popular","2017-03-21",2,4,5,1,18,26,3,5,15,4,5,2,19,3,1,2,7,1,3,5,15,1,4,5,2,4,5,92,66,5,4,7,12,1,10,16,2,26
"745","743XXX","Apelido621","Encerrado","Atrasado","Ação Popular","2018-05-18",3,2,5,6,15,23,2,5,13,1,4,8,19,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"746","744XXX","Apelido622","Encerrado","Atrasado","Ação Popular","2018-05-31",5,5,1,3,17,38,1,3,11,1,5,4,14,5,5,7,6,5,5,6,12,5,5,3,5,9,8,98,64,3,3,3,19,2,7,13,5,38
"747","745XXX","Apelido623","Encerrado","Atrasado","Ação Popular","2019-08-23",3,1,3,4,19,25,1,4,20,2,3,5,11,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"748","746XXX","Apelido624","Encerrado","Atrasado","Ação Popular","2019-06-18",2,1,4,7,10,37,3,3,17,1,1,6,18,3,3,9,2,1,3,5,11,1,6,4,1,6,4,104,52,1,1,4,17,1,3,11,3,22
"749","747XXX","Apelido625","Encerrado","Atrasado","Ação Popular","2017-10-19",1,4,1,5,16,27,2,3,15,1,3,10,11,5,1,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750","748XXX","Apelido626","Encerrado","Atrasado","Ação Popular","2017-10-02",5,1,4,6,19,37,1,4,11,2,3,4,20,5,1,9,7,4,5,5,8,1,10,10,3,7,2,91,60,4,1,2,18,2,5,17,4,28
"751","749XXX","Apelido627","Encerrado","Atrasado","Ação Popular","2017-03-16",4,1,2,3,15,36,2,1,12,1,2,4,14,1,4,3,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"752","750XXX","Apelido628","Encerrado","Atrasado","Ação Popular","2018-10-02",5,3,5,2,10,39,1,2,14,3,2,9,19,3,4,4,2,1,6,7,9,2,4,5,1,10,8,90,65,3,4,3,12,1,6,14,1,26
"753","751XXX","Apelido629","Encerrado","Atrasado","Ação Popular","2019-01-10",1,1,1,4,20,36,2,5,17,4,1,3,17,3,4,4,7,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"754","752XXX","Apelido630","Encerrado","Atrasado","Ação Popular","2017-08-27",5,1,1,6,11,40,2,7,11,1,4,3,15,1,3,7,5,1,4,6,11,1,5,10,1,8,3,87,50,1,5,3,19,2,3,15,5,37
"755","753XXX","Apelido631","Encerrado","Atrasado","Ação Popular","2017-07-28",2,2,1,7,19,38,4,2,12,4,5,3,10,3,3,10,3,1,3,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"756","754XXX","Apelido632","Encerrado","Atrasado","Ação Popular","2018-02-03",1,3,2,4,15,35,3,4,17,1,1,3,20,1,1,9,2,5,10,8,12,4,7,9,3,8,2,103,50,5,3,3,12,4,2,16,5,29
"757","755XXX","Apelido633","Encerrado","Atrasado","Ação Popular","2017-02-09",5,1,2,6,17,35,2,1,13,1,1,8,17,1,1,3,2,5,7,4,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758","756XXX","Apelido634","Encerrado","Atrasado","Ação Popular","2019-06-23",2,4,5,6,15,23,5,3,17,5,1,9,11,1,4,7,7,2,8,3,8,1,2,10,3,6,6,95,66,4,1,5,13,1,4,10,1,23
"759","757XXX","Apelido635","Encerrado","Atrasado","Ação Popular","2018-10-20",4,5,1,1,15,39,3,5,18,1,5,5,17,5,3,10,4,5,2,3,16,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"760","758XXX","Apelido636","Encerrado","Atrasado","Ação Popular","2018-09-28",2,3,1,7,20,36,1,1,13,2,2,9,13,1,3,9,7,4,3,9,15,1,8,9,3,4,9,98,66,1,5,3,12,1,5,20,1,26
"761","759XXX","Apelido637","Encerrado","Atrasado","Ação Popular","2019-12-29",0,3,5,5,16,36,3,6,10,3,1,10,15,4,1,7,6,1,3,3,13,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"762","760XXX","Apelido638","Encerrado","Atrasado","Ação Popular","2017-02-24",3,5,1,4,17,23,1,1,19,5,3,5,14,1,1,4,10,3,7,9,15,3,7,2,2,10,10,94,69,3,1,7,12,3,8,12,1,27
"763","761XXX","Apelido639","Encerrado","Atrasado","Ação Popular","2017-03-16",4,2,4,7,18,34,4,6,17,4,1,7,12,1,1,6,3,3,4,4,18,3,8,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0
"764","762XXX","Apelido640","Encerrado","Atrasado","Ação Popular","2017-07-17",0,4,4,2,18,38,1,3,20,1,1,9,10,1,1,3,6,4,4,7,8,5,2,2,4,3,3,91,50,1,2,4,15,3,7,20,1,30
"765","763XXX","Apelido641","Encerrado","Atrasado","Ação Popular","2017-03-10",0,4,1,4,13,33,1,3,13,1,1,7,19,3,2,10,9,4,6,4,9,1,8,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0
"766","764XXX","Apelido642","Encerrado","Atrasado","Ação Popular","2017-01-06",2,5,4,6,17,22,1,5,11,5,4,3,12,1,5,10,8,3,5,8,18,4,6,6,4,10,9,90,56,1,1,5,18,3,5,10,2,37
"767","765XXX","Apelido643","Encerrado","Atrasado","Ação Popular","2019-12-09",2,3,1,4,19,26,1,4,18,1,4,5,13,2,1,3,8,4,7,8,12,4,5,3,1,5,6,88,0,0,0,0,0,0,0,0,0,0
"768","766XXX","Apelido644","Encerrado","Atrasado","Ação Popular","2018-07-08",3,4,4,1,18,23,3,1,18,3,3,10,16,2,4,10,8,1,8,2,11,1,4,10,2,10,4,85,63,2,5,5,15,4,10,13,1,27
"769","767XXX","Apelido645","Encerrado","Atrasado","Ação Popular","2019-07-09",3,1,4,3,16,33,5,5,14,3,5,6,16,1,1,9,2,1,10,2,12,2,2,8,5,7,4,88,58,0,0,0,0,0,0,0,0,0
"770","768XXX","Apelido646","Encerrado","Atrasado","Ação Popular","2019-11-22",4,5,1,3,10,29,4,5,20,1,5,4,20,1,2,7,2,4,10,2,8,5,10,7,2,6,5,92,61,2,5,3,17,1,5,20,2,33
"771","769XXX","Apelido647","Encerrado","Atrasado","Ação Popular","2017-01-12",3,5,1,5,20,27,1,1,20,3,1,6,17,5,1,7,8,5,7,2,15,4,2,3,5,5,4,101,54,1,0,0,0,0,0,0,0,0
"772","770XXX","Apelido648","Encerrado","Atrasado","Ação Popular","2018-12-25",1,2,3,1,16,33,3,5,14,3,3,3,10,3,5,4,6,1,4,4,13,1,3,5,1,5,7,87,61,3,5,7,14,1,6,14,2,25
"773","771XXX","Apelido649","Encerrado","Atrasado","Ação Popular","2017-09-06",0,4,1,5,14,22,3,3,15,5,3,8,13,3,4,10,3,2,5,5,15,1,8,7,5,4,9,99,56,1,3,8,0,0,0,0,0,0
"774","772XXX","Apelido650","Encerrado","Atrasado","Ação Popular","2017-08-28",2,1,3,4,20,35,2,3,14,1,5,4,11,4,2,4,2,5,10,10,14,1,5,7,1,2,8,103,65,5,1,2,19,4,7,16,1,23
"775","773XXX","Apelido651","Encerrado","Atrasado","Ação Popular","2018-12-06",3,2,1,1,13,40,3,5,13,2,1,7,11,1,1,7,5,5,5,7,8,1,9,5,1,5,5,85,57,1,1,6,16,0,0,0,0,0
"776","774XXX","Apelido652","Encerrado","Atrasado","Ação Popular","2019-09-04",3,5,3,7,13,27,2,6,18,5,5,4,20,4,1,8,8,2,2,3,10,1,4,2,4,2,7,93,50,3,4,7,18,1,7,11,4,37
"777","775XXX","Apelido653","Encerrado","Atrasado","Ação Popular","2017-06-11",0,3,1,5,14,40,2,4,16,2,1,9,11,2,5,5,5,3,7,2,10,4,5,6,1,3,4,100,67,1,5,8,13,0,0,0,0,0
"778","776XXX","Apelido654","Encerrado","Atrasado","Ação Popular","2018-05-23",1,5,4,5,20,22,1,6,20,2,2,3,14,1,4,2,3,4,7,7,12,4,6,9,1,6,2,86,50,1,3,8,16,1,6,18,5,37
"779","777XXX","Apelido655","Encerrado","Atrasado","Ação Popular","2019-02-06",1,3,1,3,11,26,3,5,18,1,2,7,19,5,5,6,6,2,3,8,16,5,6,3,4,9,4,94,66,4,5,7,14,5,2,0,0,0
"780","778XXX","Apelido656","Encerrado","Atrasado","Ação Popular","2017-11-10",2,1,1,2,15,39,4,3,14,1,2,6,14,1,1,5,8,2,8,6,8,1,10,9,3,9,7,92,52,1,2,9,12,1,2,14,5,35
"781","779XXX","Apelido657","Encerrado","Atrasado","Ação Popular","2017-05-02",3,1,3,2,19,23,1,4,20,1,3,10,10,1,3,9,4,3,7,2,10,3,3,2,4,2,8,105,60,2,2,3,18,4,10,13,0,0
"782","780XXX","Apelido658","Encerrado","Atrasado","Ação Popular","2018-04-16",3,4,5,7,12,37,1,7,20,1,2,5,14,3,4,9,4,4,9,9,8,2,4,7,4,2,7,99,63,1,1,6,19,5,5,10,2,22
"783","781XXX","Apelido659","Encerrado","Atrasado","Ação Popular","2017-04-15",1,5,1,6,19,22,5,5,20,1,1,3,11,3,4,3,9,2,4,2,13,4,6,7,4,7,10,99,59,5,4,9,18,1,10,16,5,0
"784","782XXX","Apelido660","Encerrado","Atrasado","Ação Popular","2018-09-12",5,2,3,3,14,29,3,3,20,3,5,10,18,1,4,10,3,4,7,8,8,1,3,4,3,8,4,87,65,1,1,3,14,2,9,16,4,24
"785","783XXX","Apelido661","Encerrado","Atrasado","Ação Popular","2017-03-11",0,1,1,2,11,38,4,2,20,5,4,3,15,1,1,6,8,1,3,7,14,1,9,7,3,8,7,95,53,2,4,6,15,5,9,11,3,26
"786","784XXX","Apelido662","Encerrado","Atrasado","Ação Popular","2018-01-30",5,1,3,3,16,31,2,2,19,4,2,3,15,1,4,2,6,1,3,5,8,3,7,6,2,6,9,102,60,1,1,8,17,4,7,11,3,25
"787","785XXX","Apelido663","Encerrado","Atrasado","Ação Popular","2018-04-09",3,5,5,6,20,28,1,2,18,4,1,7,12,3,1,8,5,1,8,3,13,5,3,5,1,2,4,98,60,1,3,8,18,1,7,19,3,28
"788","786XXX","Apelido664","Encerrado","Atrasado","Ação Popular","2017-08-26",5,4,1,3,11,29,4,1,14,2,3,7,15,5,2,3,7,4,9,8,18,1,10,9,1,10,9,103,58,1,4,2,15,2,4,17,4,35
"789","787XXX","Apelido665","Encerrado","Ok","Ação Popular","2018-05-10",1,1,1,1,16,36,3,7,11,2,4,3,18,1,1,3,8,1,8,2,13,1,3,3,5,7,9,104,70,1,1,5,12,2,3,11,1,25
"790","788XXX","Apelido666","Encerrado","Alerta","Ação Popular","2017-03-28",2,4,4,1,20,34,1,7,16,2,1,10,16,1,4,2,5,1,4,5,9,4,3,4,4,2,2,85,51,1,4,2,15,5,5,17,1,33
"791","789XXX","Apelido667","Aberto","Atrasado","Ação Civil Coletiva","2018-10-29",3,5,3,6,14,31,2,5,15,5,1,2,12,5,3,4,7,4,3,8,15,4,3,5,1,3,6,86,60,5,4,10,18,5,7,12,4,48
"792","790XXX","Apelido668","Aberto","Atrasado","Ação Civil Coletiva","2018-10-02",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"793","791XXX","Apelido669","Aberto","Atrasado","Ação Civil Coletiva","2018-04-26",3,2,5,4,14,26,5,6,17,4,4,7,12,2,1,4,2,1,9,6,17,3,9,2,1,9,6,102,56,1,1,4,14,1,8,10,3,46
"794","792XXX","Apelido670","Aberto","Atrasado","Ação Civil Coletiva","2019-04-21",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"795","793XXX","Apelido671","Aberto","Atrasado","Ação Civil Coletiva","2017-06-04",5,1,2,1,10,35,2,4,11,1,3,7,12,1,1,7,9,2,8,3,13,2,5,5,3,8,2,97,67,1,4,9,16,4,5,13,1,47
