"","Nº Processo","Apelido","Classificação","Status","Classe do Processo","Data Inicial","Recebimento, triagem e conclusão do processo","Despacho para notificação do Requerido","Expedição de notificação","Cumprimento da notificação","Oferecimento de manifestação por escrito","Decisão rejeição da ação ou recebimento pet. inicial","Expedição de intimação e/ou citação","Cumprimento da intimação e/ou citação","Contestação e/ou agravo de instrumento","Ato ordinatório (Réplica)","Expedição de intimação","Cumprimento da intimação","Réplica","Ato ordinatório (Provas)","Expedição de intimação (Requerente)","Cumprimento  da intimação","Provas","Expedição de intimação (Requerido)","Cumprimento da intimação","Provas","Decisão saneamento","Expedição de intimação (Requerente)","Cumprimento da intimação","Pedido de esclarecimento ou solicitação de ajustes","Expedição de intimação (Requerido)","Cumprimento da intimação","Pedido de esclarecimento ou solicitação de ajustes","Prova pericial","Prova oral (audiência de instrução e julgamento)","Ato ordinário (Alegações finais)","Expedição de intimação (Requerente)","Cumprimento da intimação","Alegações finais","Expedição de intimação (Requerido)","Cumprimento da intimação","Alegações finais","Recebimento e conclusão do processo","Sentença"
"689","811XXX","Apelido689","Aberto","Alerta","Ação Civil Coletiva","2019-08-01",0,1,1,7,11,25,0,5,13,1,3,8,17,0,0,5,5,1,7,10,13,5,8,3,4,4,10,103,61,2,5,9,13,1,6,19,5,30
"690","812XXX","Apelido690","Aberto","Atrasado","Ação Civil Coletiva","2018-08-21",4,2,5,5,10,31,5,6,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691","813XXX","Apelido691","Aberto","Alerta","Ação Civil Coletiva","2017-01-03",3,0,4,1,10,31,1,5,19,0,0,3,17,1,1,7,9,0,10,9,18,0,9,2,5,9,6,88,58,0,2,9,12,3,7,11,3,25
"692","814XXX","Apelido692","Aberto","Ok","Ação Civil Coletiva","2019-03-03",4,4,0,3,17,30,4,5,15,4,5,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"693","815XXX","Apelido693","Aberto","Atrasado","Ação Civil Coletiva","2018-10-23",1,3,3,7,16,35,5,4,15,4,4,2,12,5,1,6,7,0,6,3,9,3,10,2,2,2,5,105,70,5,1,9,19,1,3,11,2,27
"694","816XXX","Apelido694","Aberto","Alerta","Ação Civil Coletiva","2017-01-14",3,4,4,4,16,32,4,4,14,4,1,7,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"695","817XXX","Apelido695","Aberto","Ok","Ação Civil Coletiva","2019-03-13",5,0,3,7,17,38,0,7,10,3,2,10,17,0,3,10,2,5,7,9,18,4,9,10,1,10,6,92,51,0,0,6,19,5,6,10,4,37
"696","818XXX","Apelido696","Aberto","Atrasado","Ação Civil Coletiva","2018-09-29",3,4,5,5,17,34,1,5,12,5,4,5,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"697","819XXX","Apelido697","Aberto","Alerta","Ação Civil Coletiva","2019-10-28",5,3,0,4,18,28,4,5,10,5,4,2,14,2,1,7,8,5,9,6,13,1,10,8,3,3,8,99,64,3,1,5,10,0,7,15,1,32
"698","820XXX","Apelido698","Aberto","Ok","Ação Civil Coletiva","2018-04-15",0,3,1,6,20,26,5,3,20,3,1,4,14,5,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"699","821XXX","Apelido699","Aberto","Atrasado","Ação Civil Coletiva","2018-12-16",4,1,3,4,14,27,0,5,13,4,0,9,20,3,0,2,6,1,8,8,17,0,3,4,4,3,4,103,52,4,0,3,10,0,6,13,0,33
"700","822XXX","Apelido700","Aberto","Alerta","Ação Civil Coletiva","2019-03-03",0,5,1,2,19,39,0,1,11,5,3,4,17,5,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"701","823XXX","Apelido701","Aberto","Ok","Ação Civil Coletiva","2018-01-02",5,3,0,7,12,31,1,7,15,2,0,7,19,3,3,4,2,2,5,9,18,1,4,5,3,5,2,101,70,3,2,2,14,4,6,20,2,34
"702","824XXX","Apelido702","Aberto","Atrasado","Ação Civil Coletiva","2017-07-07",0,0,2,4,10,38,1,6,17,0,1,7,14,1,3,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"703","825XXX","Apelido703","Aberto","Alerta","Ação Civil Coletiva","2018-01-03",4,1,0,5,12,31,0,4,14,0,0,6,10,4,1,3,7,1,2,10,11,5,2,5,4,5,10,103,56,4,4,2,13,0,4,12,2,27
"704","826XXX","Apelido704","Aberto","Ok","Ação Civil Coletiva","2019-07-07",3,4,2,4,12,39,3,2,15,3,3,3,20,0,0,5,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705","827XXX","Apelido705","Aberto","Alerta","Ação Civil Coletiva","2019-06-10",3,1,4,7,19,35,0,5,11,5,3,7,19,3,4,9,8,5,8,3,14,3,8,7,2,4,10,85,54,2,2,10,10,2,10,20,2,25
"706","828XXX","Apelido706","Aberto","Atrasado","Ação Civil Coletiva","2018-01-26",3,4,5,7,17,26,4,2,13,4,3,5,10,3,2,9,5,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"707","829XXX","Apelido707","Aberto","Alerta","Ação Civil Coletiva","2017-07-23",5,1,2,4,19,29,2,6,18,0,5,7,10,4,5,2,9,3,2,9,15,2,5,7,2,3,7,86,58,2,1,4,11,1,7,17,1,39
"708","830XXX","Apelido708","Aberto","Ok","Ação Civil Coletiva","2017-05-15",4,2,1,4,15,23,0,5,19,5,4,7,17,0,4,4,3,2,4,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709","831XXX","Apelido709","Aberto","Alerta","Ação Civil Coletiva","2018-03-19",4,0,0,3,13,28,0,4,19,5,0,4,19,0,2,7,4,5,9,9,16,2,5,10,1,2,5,95,55,4,0,7,10,5,2,15,3,27
"710","832XXX","Apelido710","Aberto","Alerta","Ação Civil Coletiva","2017-12-12",2,3,2,2,14,33,2,1,12,0,5,6,19,5,4,3,3,2,3,2,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711","833XXX","Apelido711","Aberto","Atrasado","Ação Civil Coletiva","2017-12-05",5,0,3,6,13,22,0,2,18,2,1,2,12,0,0,3,7,3,5,10,8,2,5,5,2,4,3,101,69,4,2,8,17,2,8,14,5,39
"712","834XXX","Apelido712","Aberto","Alerta","Ação Civil Coletiva","2018-05-03",3,4,2,4,15,39,2,3,11,2,3,10,11,5,4,3,4,1,3,4,13,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"713","835XXX","Apelido713","Aberto","Alerta","Ação Civil Coletiva","2019-04-24",3,5,1,3,18,40,0,5,13,0,4,6,20,3,5,7,10,1,3,4,17,1,5,4,5,8,4,87,55,4,5,7,10,3,10,10,3,27
"714","836XXX","Apelido714","Aberto","Ok","Ação Civil Coletiva","2019-07-31",3,3,1,3,10,31,2,1,15,2,4,2,12,2,4,2,9,3,8,5,12,4,7,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0
"715","837XXX","Apelido715","Aberto","Ok","Ação Civil Coletiva","2018-11-20",3,3,5,5,15,29,4,5,15,3,4,6,12,1,1,5,9,5,7,2,14,0,3,3,5,8,9,85,50,4,4,10,20,3,3,10,5,31
"716","838XXX","Apelido716","Aberto","Alerta","Ação Civil Coletiva","2018-11-23",0,2,1,6,11,39,0,3,16,0,5,6,15,5,5,10,8,2,8,5,9,3,10,6,4,4,10,89,0,0,0,0,0,0,0,0,0,0
"717","839XXX","Apelido717","Aberto","Atrasado","Ação Civil Coletiva","2019-06-10",1,3,5,3,14,28,1,3,16,2,4,4,19,2,3,3,6,1,5,10,15,3,4,7,3,2,6,93,55,5,3,10,10,2,10,11,0,39
"718","840XXX","Apelido718","Aberto","Ok","Ação Civil Coletiva","2017-04-30",4,5,4,3,18,26,5,1,18,4,0,7,17,3,3,5,2,4,7,4,9,5,4,9,3,7,9,86,52,0,0,0,0,0,0,0,0,0
"719","841XXX","Apelido719","Aberto","Alerta","Ação Civil Coletiva","2018-10-04",3,3,2,1,20,36,5,3,15,1,3,8,14,3,1,5,4,4,3,5,17,3,8,8,0,9,9,89,62,2,5,6,18,0,5,12,5,40
"720","842XXX","Apelido720","Aberto","Atrasado","Ação Civil Coletiva","2018-07-03",5,2,0,1,15,35,0,1,14,2,2,10,12,5,5,7,3,1,4,2,17,5,3,4,4,3,10,105,53,2,0,0,0,0,0,0,0,0
"721","843XXX","Apelido721","Aberto","Ok","Ação Civil Coletiva","2017-04-04",5,4,4,1,15,37,4,5,17,0,5,6,18,0,0,5,6,2,6,2,11,3,4,8,2,2,9,92,66,2,1,4,19,2,2,12,0,36
"722","844XXX","Apelido722","Aberto","Alerta","Ação Civil Coletiva","2017-09-16",2,3,3,4,12,29,1,6,17,5,4,5,18,5,5,9,4,0,5,7,17,0,10,4,4,5,10,96,50,0,4,0,0,0,0,0,0,0
"723","845XXX","Apelido723","Aberto","Atrasado","Ação Civil Coletiva","2018-02-01",4,2,3,3,16,32,1,6,11,0,4,8,19,0,0,6,5,5,10,10,9,0,5,8,0,8,3,104,70,1,1,7,19,2,7,10,4,29
"724","846XXX","Apelido724","Aberto","Atrasado","Ação Civil Coletiva","2019-04-27",4,1,5,7,10,38,4,3,15,3,1,3,16,5,1,2,2,3,3,10,15,3,9,4,5,6,5,86,56,0,0,6,0,0,0,0,0,0
"725","847XXX","Apelido725","Aberto","Alerta","Ação Civil Coletiva","2017-01-13",4,2,0,4,16,35,4,1,19,1,1,5,10,4,4,6,6,5,5,5,10,3,9,4,0,3,2,102,55,2,0,9,19,4,6,13,3,25
"726","848XXX","Apelido726","Aberto","Atrasado","Ação Civil Coletiva","2018-05-15",3,4,1,4,15,35,2,6,15,2,0,3,11,5,4,10,5,3,9,2,16,2,10,4,0,2,3,95,56,4,2,7,13,0,0,0,0,0
"727","849XXX","Apelido727","Aberto","Ok","Ação Civil Coletiva","2019-09-12",5,2,1,5,17,29,4,7,10,4,4,2,12,5,4,5,9,1,4,4,17,5,3,9,5,9,7,91,55,0,4,10,12,1,4,19,2,36
"728","850XXX","Apelido728","Aberto","Alerta","Ação Civil Coletiva","2018-12-25",0,1,2,5,18,34,1,1,19,0,3,8,12,0,4,3,10,0,10,5,9,5,4,7,2,8,7,92,50,1,1,5,13,3,0,0,0,0
"729","851XXX","Apelido729","Aberto","Atrasado","Ação Civil Coletiva","2018-10-29",4,4,5,5,17,32,2,7,16,3,5,7,17,2,1,8,9,2,3,3,8,1,10,10,0,9,6,85,64,2,3,3,17,0,7,15,1,22
"730","852XXX","Apelido730","Aberto","Ok","Ação Civil Coletiva","2019-02-27",0,1,2,3,15,29,2,6,20,1,1,7,15,0,1,7,2,3,7,5,18,4,10,5,2,3,4,89,69,4,3,9,12,1,10,0,0,0
"731","853XXX","Apelido731","Aberto","Alerta","Ação Civil Coletiva","2018-09-13",1,0,1,4,12,24,3,4,18,5,5,8,13,2,1,10,2,5,4,3,15,0,7,7,1,5,9,87,56,1,2,5,11,1,6,10,2,22
"732","854XXX","Apelido732","Aberto","Ok","Ação Civil Coletiva","2018-02-07",5,0,2,1,19,26,2,3,15,2,5,8,15,3,4,3,4,3,3,7,12,5,10,5,1,10,2,94,69,2,4,8,17,1,10,18,0,0
"733","855XXX","Apelido733","Aberto","Atrasado","Ação Civil Coletiva","2017-10-07",0,0,4,3,20,27,1,7,14,0,2,2,13,0,3,2,4,2,3,5,18,2,10,10,0,8,9,100,64,1,4,8,14,2,10,17,4,32
"734","856XXX","Apelido734","Aberto","Alerta","Ação Civil Coletiva","2017-03-29",4,3,5,3,12,25,3,3,15,4,3,8,14,4,3,8,8,0,10,5,8,0,8,7,1,7,9,102,64,5,4,7,20,4,3,18,2,0
"735","857XXX","Apelido735","Aberto","Ok","Ação Civil Coletiva","2019-07-09",3,0,1,5,19,31,3,5,12,4,5,9,17,0,1,10,10,0,3,3,18,5,2,8,1,4,2,93,69,3,5,3,18,1,6,12,4,37
"736","858XXX","Apelido736","Aberto","Ok","Ação Civil Coletiva","2017-06-11",5,4,2,6,18,25,3,5,13,2,2,6,18,3,1,8,5,0,3,3,9,0,2,6,0,9,2,99,61,1,5,10,18,4,2,20,4,36
"737","859XXX","Apelido737","Aberto","Alerta","Ação Civil Coletiva","2017-02-20",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"738","860XXX","Apelido738","Aberto","Atrasado","Ação Civil Coletiva","2018-03-01",5,5,5,4,10,33,0,5,15,5,3,7,12,3,0,9,3,5,6,5,15,3,5,2,5,3,5,87,57,5,5,7,11,1,2,14,2,33
"739","861XXX","Apelido739","Aberto","Ok","Ação Civil Coletiva","2017-11-17",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740","862XXX","Apelido740","Aberto","Alerta","Ação Civil Coletiva","2019-06-08",2,0,1,3,12,34,5,5,20,5,5,10,10,1,2,6,2,1,5,7,10,2,10,7,5,5,2,94,60,4,2,8,20,1,5,13,4,31
"741","863XXX","Apelido741","Aberto","Ok","Ação Civil Coletiva","2017-12-25",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"742","864XXX","Apelido742","Aberto","Atrasado","Ação Civil Coletiva","2018-04-19",0,5,2,7,17,27,1,1,10,3,0,3,10,5,3,10,8,3,6,2,9,1,9,3,5,8,3,90,59,3,1,6,19,2,2,19,3,26
"743","865XXX","Apelido743","Aberto","Alerta","Ação Civil Coletiva","2017-05-08",5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"744","866XXX","Apelido744","Aberto","Atrasado","Ação Civil Coletiva","2018-07-11",0,4,3,2,20,22,3,2,10,2,4,2,11,5,0,7,3,4,5,5,9,2,9,2,2,4,6,98,54,1,2,6,17,3,5,18,1,31
"745","867XXX","Apelido745","Aberto","Atrasado","Ação Civil Coletiva","2017-01-24",2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"746","868XXX","Apelido746","Aberto","Ok","Ação Civil Coletiva","2019-10-01",1,0,2,2,17,36,2,6,15,1,5,2,13,1,0,5,6,1,9,4,12,3,6,7,4,9,7,92,66,5,5,3,14,2,5,20,0,35
"747","869XXX","Apelido747","Aberto","Alerta","Ação Civil Coletiva","2017-02-12",2,5,5,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"748","870XXX","Apelido748","Aberto","Ok","Ação Civil Coletiva","2018-02-21",3,0,5,3,11,26,5,4,16,1,5,2,18,5,0,8,10,1,2,4,14,0,5,9,1,8,4,98,53,1,4,7,13,1,6,11,2,31
"749","871XXX","Apelido749","Aberto","Atrasado","Ação Civil Coletiva","2019-10-06",3,5,3,1,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750","872XXX","Apelido750","Aberto","Alerta","Ação Civil Coletiva","2019-07-22",1,4,5,3,11,22,3,5,14,2,5,10,11,0,5,9,3,3,5,4,11,3,9,2,5,4,4,103,52,0,3,4,13,4,4,14,4,27
"751","873XXX","Apelido751","Aberto","Ok","Ação Civil Coletiva","2017-07-27",2,2,1,4,15,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"752","874XXX","Apelido752","Aberto","Atrasado","Ação Civil Coletiva","2017-09-24",5,3,1,3,20,37,3,2,12,5,2,2,15,4,5,7,8,2,7,8,11,0,3,3,0,2,8,90,54,2,4,2,11,5,2,10,4,33
"753","875XXX","Apelido753","Aberto","Ok","Ação Civil Coletiva","2018-01-14",1,5,4,2,10,39,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"754","876XXX","Apelido754","Aberto","Atrasado","Ação Civil Coletiva","2018-11-01",0,3,1,4,14,36,0,7,11,0,5,3,15,1,1,9,3,0,4,8,14,2,7,8,0,2,9,91,53,4,3,3,13,3,7,11,2,23
"755","877XXX","Apelido755","Aberto","Ok","Ação Civil Coletiva","2017-08-01",0,3,2,1,20,39,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"756","878XXX","Apelido756","Aberto","Atrasado","Ação Civil Coletiva","2017-03-01",2,5,5,5,14,26,0,6,16,4,3,4,17,5,3,8,10,1,3,5,15,5,10,9,2,2,2,90,60,1,4,7,10,2,8,18,3,34
"757","879XXX","Apelido757","Aberto","Ok","Ação Civil Coletiva","2017-04-21",0,1,5,5,15,30,2,5,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758","880XXX","Apelido758","Aberto","Atrasado","Ação Civil Coletiva","2019-09-08",5,2,4,4,10,30,2,1,19,0,5,10,12,4,0,7,2,4,7,3,12,1,9,6,4,6,2,101,56,0,3,3,18,4,9,18,0,33
"759","881XXX","Apelido759","Aberto","Ok","Ação Civil Coletiva","2017-09-16",5,0,5,6,20,24,0,6,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"760","882XXX","Apelido760","Aberto","Atrasado","Ação Civil Coletiva","2018-05-09",2,0,1,5,15,36,1,5,13,3,3,5,11,0,3,8,2,4,3,9,16,3,10,9,0,3,7,95,69,5,3,8,19,4,7,11,5,26
"761","883XXX","Apelido761","Aberto","Ok","Ação Civil Coletiva","2017-06-30",5,2,4,5,18,31,0,4,13,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"762","884XXX","Apelido762","Aberto","Atrasado","Ação Civil Coletiva","2018-04-26",3,4,3,2,15,22,1,2,16,1,1,6,10,1,3,2,7,4,5,5,8,2,5,7,5,4,5,98,55,4,3,10,18,4,3,19,5,25
"763","885XXX","Apelido763","Aberto","Ok","Ação Civil Coletiva","2019-09-25",1,2,0,5,13,39,5,3,11,0,5,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764","886XXX","Apelido764","Aberto","Atrasado","Ação Civil Coletiva","2017-04-01",4,0,3,3,18,39,1,7,13,1,1,2,16,5,2,10,7,4,5,7,16,2,3,9,2,4,10,92,52,0,5,3,16,3,4,16,5,39
"765","887XXX","Apelido765","Aberto","Ok","Ação Civil Coletiva","2019-05-09",2,5,5,5,13,29,5,1,14,2,2,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"766","888XXX","Apelido766","Aberto","Atrasado","Ação Civil Coletiva","2019-09-26",4,4,0,7,14,25,2,6,12,1,4,5,20,1,0,9,3,4,6,3,15,1,5,2,1,2,2,86,67,3,4,10,19,1,10,10,2,25
"767","889XXX","Apelido767","Aberto","Ok","Ação Civil Coletiva","2017-06-20",5,0,3,6,17,34,1,6,17,3,3,5,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"768","890XXX","Apelido768","Aberto","Ok","Ação Civil Coletiva","2019-06-03",3,0,1,6,18,38,5,2,18,5,0,3,13,5,4,2,6,3,7,5,17,4,6,5,4,4,5,95,53,4,0,5,18,5,5,11,1,40
"769","891XXX","Apelido769","Aberto","Ok","Ação Civil Coletiva","2018-06-11",0,1,0,2,13,25,1,7,16,3,4,8,10,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"770","892XXX","Apelido770","Aberto","Ok","Ação Civil Coletiva","2017-05-11",2,2,1,5,14,32,1,6,10,2,5,3,17,4,3,7,4,5,4,8,15,3,3,10,0,9,9,88,57,4,2,8,18,3,5,13,3,25
"771","893XXX","Apelido771","Aberto","Ok","Ação Civil Coletiva","2018-08-28",4,1,5,2,17,37,3,5,14,1,0,10,20,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"772","894XXX","Apelido772","Aberto","Ok","Ação Civil Coletiva","2017-04-07",3,0,5,2,18,39,5,4,14,2,2,8,11,0,5,3,9,4,8,8,9,3,3,6,3,5,3,97,62,3,5,7,10,1,5,20,1,23
"773","895XXX","Apelido773","Aberto","Ok","Ação Civil Coletiva","2017-04-05",4,5,0,1,11,40,3,6,14,2,3,2,18,2,2,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774","896XXX","Apelido774","Aberto","Ok","Ação Civil Coletiva","2017-10-30",2,0,3,3,14,26,2,2,14,0,3,9,14,2,1,5,2,5,5,6,14,0,9,6,2,10,2,94,52,3,1,10,17,5,2,18,2,27
"775","897XXX","Apelido775","Aberto","Ok","Ação Civil Coletiva","2018-02-02",1,2,4,6,15,24,4,5,11,2,3,5,20,2,1,6,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"776","898XXX","Apelido776","Aberto","Ok","Ação Civil Coletiva","2019-12-29",1,5,2,4,11,29,3,7,16,3,5,4,13,5,4,6,4,3,4,10,15,1,6,9,2,5,6,103,50,0,2,9,16,5,7,11,0,28
"777","899XXX","Apelido777","Aberto","Ok","Ação Civil Coletiva","2019-02-27",0,3,2,7,20,28,2,6,17,3,4,4,20,0,2,3,4,4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"778","900XXX","Apelido778","Aberto","Ok","Ação Civil Coletiva","2018-10-29",0,4,5,1,13,39,3,7,18,1,0,8,17,3,0,3,3,2,7,9,17,1,2,8,1,6,7,92,66,0,3,5,11,0,8,10,0,30
"779","901XXX","Apelido779","Aberto","Ok","Ação Civil Coletiva","2019-12-16",3,2,1,2,16,24,2,6,16,0,4,9,10,0,1,6,7,2,3,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"780","902XXX","Apelido780","Aberto","Ok","Ação Civil Coletiva","2017-03-16",1,4,3,6,10,40,5,7,15,2,4,2,14,1,3,6,4,0,2,2,14,1,9,5,5,3,6,87,54,3,4,10,19,2,10,12,4,25
"781","903XXX","Apelido781","Aberto","Ok","Ação Civil Coletiva","2019-07-17",4,0,5,7,13,34,3,2,14,2,3,6,12,1,1,7,7,3,5,2,8,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"782","904XXX","Apelido782","Aberto","Ok","Ação Civil Coletiva","2017-03-05",4,4,3,3,11,27,5,4,11,3,5,9,12,0,2,3,9,4,3,2,14,4,10,9,3,6,10,102,54,5,0,2,19,0,7,18,3,32
"783","905XXX","Apelido783","Aberto","Ok","Ação Civil Coletiva","2019-07-03",4,3,4,7,11,32,0,6,12,4,3,10,17,5,2,3,4,4,8,2,17,3,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"784","906XXX","Apelido784","Aberto","Ok","Ação Civil Coletiva","2017-06-14",4,3,0,1,15,38,3,2,11,4,4,2,10,1,4,7,4,5,4,8,10,3,7,6,3,3,3,86,67,5,1,3,10,5,4,12,2,22
"785","907XXX","Apelido785","Aberto","Ok","Ação Civil Coletiva","2017-06-26",3,1,5,4,10,34,3,6,14,2,0,10,18,2,2,10,9,4,9,5,13,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"786","908XXX","Apelido786","Aberto","Ok","Ação Civil Coletiva","2018-03-15",4,4,3,1,16,24,3,4,16,2,0,6,17,4,5,2,10,3,2,10,10,2,2,7,2,5,6,104,69,1,4,7,13,5,9,19,5,37
"787","909XXX","Apelido787","Aberto","Ok","Ação Civil Coletiva","2017-06-15",4,5,1,1,14,25,2,3,17,4,2,5,20,1,3,10,8,1,9,5,9,4,2,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0
"788","910XXX","Apelido788","Aberto","Ok","Ação Civil Coletiva","2017-12-15",4,0,5,1,10,24,2,2,15,4,3,10,10,2,4,8,7,1,8,6,9,0,7,4,5,3,2,85,58,5,4,3,10,2,8,17,4,32
"789","911XXX","Apelido789","Aberto","Ok","Ação Civil Coletiva","2017-05-25",0,3,2,2,19,29,5,2,18,0,4,4,16,4,2,4,5,5,9,10,14,4,2,8,5,5,9,0,0,0,0,0,0,0,0,0,0,0
"790","912XXX","Apelido790","Aberto","Ok","Ação Civil Coletiva","2017-02-23",2,3,0,1,17,22,3,1,19,2,2,6,18,0,4,6,10,0,9,5,14,2,8,10,1,4,6,87,69,4,0,3,15,1,8,18,5,24
"791","913XXX","Apelido791","Aberto","Ok","Ação Civil Coletiva","2018-01-10",0,4,5,4,14,26,2,6,10,1,4,10,19,1,1,7,5,1,5,8,14,0,9,3,1,4,10,104,0,0,0,0,0,0,0,0,0,0
"792","914XXX","Apelido792","Aberto","Ok","Ação Civil Coletiva","2018-01-01",0,5,0,5,10,38,4,3,14,5,2,3,14,2,3,3,9,0,3,2,18,2,8,9,0,5,8,97,63,1,3,8,16,2,8,11,2,29
"793","915XXX","Apelido793","Aberto","Ok","Ação Civil Coletiva","2019-05-26",4,4,1,5,10,22,3,4,12,0,4,6,18,0,3,3,8,1,5,9,8,3,9,5,3,8,2,85,68,0,0,0,0,0,0,0,0,0
"794","916XXX","Apelido794","Aberto","Ok","Ação Civil Coletiva","2019-11-28",2,4,5,3,11,28,4,2,11,5,2,2,12,1,2,7,8,3,7,10,12,0,4,3,0,10,6,102,65,4,5,2,20,5,10,15,1,40
"795","917XXX","Apelido795","Aberto","Ok","Ação Civil Coletiva","2017-02-23",1,5,3,7,18,24,2,4,19,0,3,7,19,4,2,5,4,1,4,6,16,0,4,2,1,8,2,98,61,5,0,0,0,0,0,0,0,0
"796","918XXX","Apelido796","Aberto","Ok","Ação Civil Coletiva","2019-07-19",4,0,0,4,19,25,4,2,13,0,0,10,18,1,5,9,5,1,7,3,16,4,8,6,1,5,8,102,68,3,2,5,10,3,10,13,5,38
"797","919XXX","Apelido797","Aberto","Ok","Ação Civil Coletiva","2018-05-12",5,0,4,2,16,40,3,4,13,0,2,3,18,4,2,6,9,3,3,5,8,1,6,8,0,6,5,101,61,3,4,0,0,0,0,0,0,0
"798","920XXX","Apelido798","Aberto","Ok","Ação Civil Coletiva","2017-04-19",1,4,1,1,10,34,4,5,16,4,5,8,12,2,2,8,4,4,4,10,8,0,5,7,2,9,3,95,69,3,1,3,16,1,7,13,5,22
"799","921XXX","Apelido799","Aberto","Ok","Ação Civil Coletiva","2017-12-20",3,0,1,4,11,24,5,2,19,0,2,2,12,3,4,10,4,4,6,10,16,0,6,2,1,10,10,93,59,1,5,4,0,0,0,0,0,0
"800","922XXX","Apelido800","Aberto","Ok","Ação Civil Coletiva","2017-09-18",3,3,0,5,10,38,5,6,18,4,4,5,12,3,3,4,2,0,8,4,11,0,4,7,2,7,7,98,52,0,5,10,19,0,8,13,5,30
"801","923XXX","Apelido801","Aberto","Ok","Ação Civil Coletiva","2018-12-25",0,2,5,2,12,38,5,5,19,1,5,8,15,1,4,3,6,5,9,3,17,4,10,10,4,9,7,92,51,3,1,3,11,0,0,0,0,0
